流水號,文字記錄,配置,刺殺,分類,日期時間,場次,頁碼,note,玩1,玩2,玩3,玩4,玩5,玩6,玩7,玩8,玩9,玩0,結果,第一局成功失敗,第二局成功失敗,第三局成功失敗,第四局成功失敗,第五局成功失敗,第一局,第二局,第三局,第四局,第五局,組成,強人,戳人,局勢,首湖,二湖,三湖,首湖玩家,二湖玩家,三湖玩家,角1,角4,角5,角0,2025-01-01 00:00:00,派5,派0,外灑
298,"167
269
369
457
690
oox
1267
6789 1+
2689 0+
2789 14+
ooox
0>5 o
1457 457- 0+
1478 4- 0+
2469 7+
2369 6- 0+
2467
oooo
5>4 o
24567
ooooo
4>9 x
24678 2- 15+
ooooo",039164,4.0,線瓦,2022-10-22 00:00:00,1,,Kay線瓦,,,,,,,,,海月,,三藍死,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , , , , , , , 海月, ",0,1,紅紅藍藍藍,0>5,5>4,4>9,刺,忠,梅,奧,梅,忠,刺,167,N,N,N
299,"138 69+
267 9+
348 1+
340
567
oxx
3469 49-
1234 134- 7+
1489
3490 17+
ooox
0>4 o
1490 149- 5+
1489 49- 5+
1249 14- 567+
1348 1- 57+
1249
oooo
4>3 x
12489
ooooo
12469
35679
12489
12490
ooooo",573694,9.0,線瓦,2022-10-22 00:00:00,2,,Kay線瓦,,,海月,,,,,,,,三藍活,oxx,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , 海月, , , , , , , ",0,1,紅紅藍藍藍,0>4,4>3,,忠,梅,德,忠,梅,刺,忠,138,N,N,N
300,"148
257
290 3+
479
259
oox
3670
2370 6+
1890
4890
3790
ooox
0>3 o
1349 34-
2370
1230 45690+
oooo
3>5 o
12350
ooooo
5>9 x
12350
ooooo",689425,5.0,線瓦,2022-10-22 00:00:00,3,2-13，有覆盤,Kay線瓦,,,,,,,海月,,,,三藍死,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , , , , , 海月, , , ",0,1,紅紅藍藍藍,0>3,3>5,5>9,忠,忠,梅,忠,奧,梅,忠,148,N,N,N
301,"379 1+
259
356
190 4+
250
ooo
5689
2570
1489
1250 5- 49+
1250
ooox
0>2 o
1789 79-
2356
2359
1479 8+
2350
ooox
2>3 o
23569 39-
13479 9-
14789 479-
12379 4568+
oooxx",879062,,線瓦,2022-10-22 00:00:00,4,,Kay線瓦,海月,,,,,,,,,,三紅,ooo,ooox,ooox,oooxx,,藍,紅,紅,紅,,"海月, , , , , , , , , ",0,1,藍紅紅紅,0>2,2>3,,奧,梅,忠,忠,忠,忠,奧,379,N,N,Y
302,"170
267
350
456
357
oox
1260 0-
1267
2480
1290 20-
1240
ooox
0>4 o
1469 46-
2460 4-
3490 40- 5+
2460 1789+
ooox",176508,,線瓦,2022-10-22 00:00:00,5,2-15，有覆盤,Kay線瓦,,,,,海月,,,,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,", , , , 海月, , , , , ",0,1,紅紅紅,0>4,,,派,忠,,刺,忠,奧,派,170,N,Y,N
303,"160
248
368
140
589
oox
1567
2478
1278
2479
2490
ooox
0>4 x
1269
1269
2369 1+
1457 5- 8+
1478
ooox",754821,,線瓦,2022-10-22 00:00:00,6,,Kay線瓦,,,,,,,,海月,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,", , , , , , , 海月, , ",0,1,紅紅紅,0>4,,,忠,德,,梅,德,娜,忠,160,N,Y,N
304,"234 1+
279
349
456
457
ooo
3457 268+
oooo
0>5 o
3457
oooo",906214,7.0,面瓦,2022-11-05 00:00:00,1,,詠傑私揪,,,,,海月,,,,,,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,", , , , 海月, , , , , ",0,1,藍藍藍,0>5,,,娜,忠,,派,梅,忠,娜,234,N,N,Y
305,"158
280
369
369 24+
569
oox
1248 1- 6+
1479
1268
1279
1360
ooox
0>6 o
1560 8+
3460
3467
2360 0- 49+
ooox
",953742,,面瓦,2022-11-05 00:00:00,2,,詠傑私揪,,,,,海月,,,,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,", , , , 海月, , , , , ",0,1,紅紅紅,0>6,,,忠,忠,,忠,派,娜,忠,158,Y,N,N
306,"179
250 0-
346
456
256
ooo
2567
1256 7+
2568 19+
oooo
0>2 o
2568
oooo
",439156,6.0,面瓦,2022-11-05 00:00:00,3,,詠傑私揪,,,,,,,,,,海月,三藍死,ooo,oooo,oooo,,,藍,藍,藍,,,", , , , , , , , , 海月",0,1,藍藍藍,0>2,,,忠,忠,,奧,刺,派,忠,179,N,N,N
307,"167
267
389
147
125
oox
5690
2678 13+
oooo
0>2 o
2678
ooox
2>9 o
23490 156+
ooooo
9>3 o
23490 240- 7+
12349
23490
oooox
",580749,,面瓦,2022-11-05 00:00:00,4,,詠傑私揪,,,,,,海月,,,,,三紅,oox,oooo,ooox,ooooo,oooox,紅,藍,紅,藍,紅,", , , , , 海月, , , , ",0,1,紅藍紅藍紅,0>2,2>9,9>3,德,忠,梅,忠,派,刺,德,167,N,N,N
308,"167
120
578 3+
348
259
oox
4569 459-
1378
2378 1+
7890
1280
ooxx
0>6 o
2347 247- 1+
1346 346- 2+
1347 4-
3460 3-
1259
xxxx
",952164,,面瓦,2022-11-05 00:00:00,5,,詠傑私揪,,,海月,,,,,,,,三紅,oox,ooxx,xxxx,,,紅,紅,紅,,,", , 海月, , , , , , , ",0,1,紅紅紅,0>6,,,忠,派,,奧,梅,娜,忠,167,N,N,N
309,"157 6+
234
389
457
560
ooo
5670 1+
1250 1- 7+
1890 1-
5690 4+
5690
ooox
0>4 o
1567
4568 458- 2+
2369 0+
4569 5- 10+
1456
oooo
4>6 o
14569 370+
ooooo
",824056,9.0,面瓦,2022-11-05 00:00:00,6,,詠傑私揪,,,,,,,,海月,,,三藍活,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,", , , , , , , 海月, , ",0,1,藍紅藍藍,0>4,4>6,,奧,德,梅,忠,德,派,奧,157,Y,N,N
310,"149
267 1+
469 13+
478 1+
570
oox
2678 2-
2670
1478
3690
1890
oooo
0>1 o
1890
oooo
1>9 o
17890
ooooo",654318,8.0,面瓦,2022-11-05 00:00:00,7,,詠傑私揪,,,,海月,,,,,,,三藍死,oox,oooo,oooo,ooooo,,紅,藍,藍,藍,,", , , 海月, , , , , , ",0,1,紅藍藍藍,0>1,1>9,,忠,派,忠,派,德,娜,忠,149,N,N,N
311,"146
238
359
689 4+
358
oox
2689 4+
2389 9- 7+
2890 2- 7+
1689 8-
2380
ooox
0>4 o
2460 26- 1+
2469 6-
2346
4678 190+
ooox
",518364,,面瓦,2022-11-05 00:00:00,8,,詠傑私揪,,,,,,,,海月,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,", , , , , , , 海月, , ",0,1,紅紅紅,0>4,,,忠,梅,,娜,梅,刺,忠,146,N,N,N
312,"168
345 2+
239
470
156
ooo
1569
3457 35-
1568
1569
4570
ooox
0>5 o
1456
1356 2+
2356
1456
1568
ooox
5>6 o
12356
13567 24+
ooooo
6>3 o
13567 80+
ooooo
",890254,4.0,面瓦,2022-11-05 00:00:00,9,,詠傑私揪,,,海月,,,,,,,,三藍死,ooo,ooox,ooox,ooooo,ooooo,藍,紅,紅,藍,藍,", , 海月, , , , , , , ",0,1,藍紅紅藍藍,0>5,5>6,6>3,德,派,忠,忠,梅,派,德,168,N,N,N
313,"148
236
380
345
358
ooo
3568
3578 2+
3589 2+
5890
3580
ooxx
0>4 o
1479
2349
2367
2459
4569
ooox
4>9 o
13679 79-
24789
14789 7-
24789 56+
ooooo
24790 2479-
12479 2479-
24790 479- 156+
23789 2789-
24789
ooooo",516379,7.0,面瓦,2022-11-06 00:00:00,1,Vash、Kay、熊、Dean、Eric、R怪、池、達儒、UD、Joy、昭杰、黑人、心地、Nick,古亭,,,,,,,,,,海月,三藍活,ooo,ooxx,ooox,ooooo,ooooo,藍,紅,紅,藍,藍,", , , , , , , , , 海月",0,1,藍紅紅藍藍,0>4,4>9,,忠,忠,梅,娜,忠,刺,忠,148,N,N,N
314,"148
259
378
567 4+
257
oox
1670
1237
1280
2369
1350
oooo
0>5 o
1350
ooox
5>1 o
12450 450-
1350 150-
14560 15- 3+
15680 347+
ooooo
1>6 o
15680 3+
oooox",928306,,面瓦,2022-11-06 00:00:00,2,3-43,古亭,,,,海月,,,,,,,三紅,oox,oooo,ooox,ooooo,oooox,紅,藍,紅,藍,紅,", , , 海月, , , , , , ",0,1,紅藍紅藍紅,0>5,5>1,1>6,派,忠,忠,忠,忠,忠,派,148,N,N,N
315,"168
670 2+
370
148 2+
156
ooo
1567
6790
1569 28+
ooox
0>1 o
1456 1456- 9+
1470
1780 2+
1480 0- 9+
1356
ooox
1>4 o
14680 1- 2+
14580 18- 239+
ooooo
4>5 o
14568 148-
14578 1458- 3+
14580
ooooo",327948,5.0,面瓦,2022-11-06 00:00:00,3,,古亭,,,,海月,,,,,,,三藍活,ooo,ooox,ooox,ooooo,ooooo,藍,紅,紅,藍,藍,", , , 海月, , , , , , ",0,1,藍紅紅藍藍,0>1,1>4,4>5,忠,忠,派,忠,派,忠,忠,168,N,N,N
316,"147
267
380
148
358
ooo
3589 6+
1358 47+
ooox
0>1 x
3568
3580 0- 9+
3790
1248
2390
ooox
1>7 o
35789 789- 6+
13467 17-
34579 37-
35789 789- 6+
34578
ooooo
7>8 o
34578 6+
oooox",603987,,面瓦,2022-11-06 00:00:00,4,,古亭,,,海月,,,,,,,,三紅,ooo,ooox,ooox,ooooo,oooox,藍,紅,紅,藍,紅,", , 海月, , , , , , , ",0,1,藍紅紅藍紅,0>1,1>7,7>8,娜,忠,梅,忠,忠,忠,娜,147,N,N,N
317,"145
268
389
459
145
ooo
1680
1457
1458 3+
1456 9+
4590
ooox
0>5 o
1457
1259
3456
1456 9+
1456
oooo
5>6 o
13456
ooooo",028794,5.0,面瓦,2022-11-06 00:00:00,5,,古亭,,,,,,海月,,,,,三藍活,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,", , , , , 海月, , , , ",0,1,藍紅藍藍,0>5,5>6,,刺,忠,忠,忠,梅,忠,刺,145,Y,N,N
318,"140
278
367
458
580
oox
2569
1567
1489
1689
3560
oooo
0>5 o
3560
ooox
5>6 o
12569 16-
13567 156-
14567 16-
14569 16-
14567
ooooo
6>4 o
14567
14678 1467-
14569 1456-
14569 1456-
24560 2456-
14567
ooooo
",903867,7.0,面瓦,2022-11-06 00:00:00,6,,古亭,,,,,,,,海月,,,三藍死,oox,oooo,ooox,ooooo,ooooo,紅,藍,紅,藍,藍,", , , , , , , 海月, , ",0,1,紅藍紅藍藍,0>5,5>6,6>4,娜,忠,派,忠,忠,忠,娜,140,N,Y,N
319,"120
256
370
349
157
ooo
1360
1357
1380
1257 9+
1570
oooo
0>1 o
1570
oooo",289634,4.0,面瓦,2022-11-06 00:00:00,7,,古亭,,,海月,,,,,,,,三藍死,ooo,oooo,oooo,,,藍,藍,藍,,,", , 海月, , , , , , , ",0,1,藍藍藍,0>1,,,忠,忠,,忠,梅,忠,忠,120,N,Y,N
320,"378 1+
250
367
680 4+
250
ooo
2560
5679
2580 4+
2590
2350
ooox
0>2 o
1237 3-
2790
3578
4569
2459
ooxx
2>7 o
23678 28-
12780 180-
12378 2- 56+
ooooo
7>8 x
12370 5+
ooooo",685402,2.0,面瓦,2022-11-06 00:00:00,8,,古亭,海月,,,,,,,,,,三藍死,ooo,ooox,ooxx,ooooo,ooooo,藍,紅,紅,藍,藍,"海月, , , , , , , , , ",0,1,藍紅紅藍藍,0>2,2>7,7>8,派,梅,忠,忠,奧,德,派,378,N,N,Y
321,"148
267
389
145
458
oox
1460
1470
2890
3590
5790
ooox
0>5 o
1457 5-
2560 56-
3570 5-
1457 5-
4570
ooox",294381,,面瓦,2022-11-06 00:00:00,9,,古亭,,海月,,,,,,,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,", 海月, , , , , , , , ",0,1,紅紅紅,0>5,,,忠,忠,,梅,德,忠,忠,148,N,N,N
322,"169
258
370
490
358
ooo
3568
3578
2358
1579
1490
oooo
0>1 o
1490
oooo",283590,4.0,面瓦,2022-11-06 00:00:00,10,,古亭,,,,,海月,,,,,,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,", , , , 海月, , , , , ",0,1,藍藍藍,0>1,,,梅,忠,,忠,忠,奧,梅,169,N,N,N
323,"127
256
367
140
125
oox
1467
1370 1-
1368 136-
4579
2470
ooxx
0>4 o
1236 3-
1369 3- 2+
1368 29+
oooo
4>3 o
12368
ooooo
3>1 o
12368
ooooo",475028,2.0,面瓦,2022-11-06 00:00:00,11,,古亭,,,,,,,海月,,,,三藍活,oox,ooxx,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , , , , , 海月, , , ",0,1,紅紅藍藍藍,0>4,4>3,3>1,奧,刺,忠,忠,刺,德,奧,127,N,N,N
324,"157
128 7+
340
460
567
ooo
5679
5670
1268
1689
5670
ooox
0>6 x
1578
1278
1278 3+
1278 1- 34+
1578
oooo
6>3 o
15780 7- 34+
oooxx
3>8 o
23789 239-
23478 234- 6+
23890
23480 1+
ooooo
",657943,2.0,面瓦,2022-11-06 00:00:00,12,,古亭,,,,,,,,,海月,,三藍活,ooo,ooox,oooo,oooxx,ooooo,藍,紅,藍,紅,藍,", , , , , , , , 海月, ",0,1,藍紅藍紅藍,0>6,6>3,3>8,忠,刺,梅,忠,派,娜,忠,157,Y,N,N
325,"147
258
348
149 8+
569
oox
4680
2780
4890
1890
2580
ooox
0>2 o
1249
2478 48-
2340
1248
ooox",531768,,面瓦,2022-11-06 00:00:00,13,,古亭,,,,,,海月,,,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,", , , , , 海月, , , , ",0,1,紅紅紅,0>2,,,忠,忠,,德,忠,刺,忠,147,N,N,N
326,"789 16+
258 3+
258 37+
456
258
ooo
2358 6+
2358 67+
ooox
0>5 o
4580
1590
2590
1259 2-
2580
ooox
5>4 o
45690 46- 3+
45890 3+
oooxx",938107,,面瓦,2022-11-06 00:00:00,14,,古亭,海月,,,,,,,,,,三紅,ooo,ooox,ooox,oooxx,,藍,紅,紅,紅,,"海月, , , , , , , , , ",0,1,藍紅紅紅,0>5,5>4,,派,忠,忠,奧,忠,忠,派,789,N,N,Y
327,"190
258
359
690 0- 14+
590
ooo
1670
1479
3590 8+
1590
1590
ooox
0>9 o
1490
2589
3590 8+
1490 6+
5690
oooo
9>5 o
56890 14+
oooox",824105,5.0,面瓦,2022-11-06 00:00:00,15,,古亭,,海月,,,,,,,,,三藍死,ooo,ooox,oooo,oooox,,藍,紅,藍,藍,,", 海月, , , , , , , , ",0,1,藍紅藍藍,0>9,9>5,,派,忠,梅,奧,德,梅,派,190,N,Y,N
328,"178
389 2+
369 2+
479
590
ooo
5690 5-
4780
1789
2468 9+
1390
ooox
0>9 o
1358 5-
2389
3469
3469
5690
ooox
9>6 o
34689
13679 169- 5+
34689 348- 5+
34689 2+
ooooo
6>2 x
34690 34-
34690 34-
34690 34-
34690 25+
ooooo",512743,9.0,面瓦,2022-11-06 00:00:00,16,,古亭,池,Dean,海月,Nick徐,昭杰,HAO,Vash,UD,ED,Kay,三藍活,ooo,ooox,ooox,ooooo,ooooo,藍,紅,紅,藍,藍,"池, DEAN, 海月, NICK徐, 昭杰, HAO, VASH, UD, ED, KAY",5,1,藍紅紅藍藍,0>9,9>6,6>2,忠,忠,忠,娜,派,刺,忠,178,N,N,N
329,"459 18+
120
367 2+
148 9+
458
ooo
2458 6+
4578
4580
3458 9+
6780
ooox
0>5 o
1458
1278 1- 69+
3567 567-
1458 5-
1458
ooox
5>8 o
12578 1258- 6+
35780 50-
35780 0- 16+
ooooo
8>7 o
35780
ooooo",946230,7.0,面瓦,2022-11-06 00:00:00,17,,古亭,,,,,,,,,,海月,三藍活,ooo,ooox,ooox,ooooo,ooooo,藍,紅,紅,藍,藍,", , , , , , , , , 海月",0,1,藍紅紅藍藍,0>5,5>8,8>7,梅,忠,忠,忠,娜,忠,梅,459,Y,N,Y
330,"134
270
378
346 1+
350
oox
4690
3789
1890
4890
2480
oooo
0>4 o
2480
ooox
4>8 o
12480
34890 8- 2+
47890 123+
ooooo
8>1 o
14580 480-
14680
14890
ooooo",673291,9.0,線瓦,2022-12-04 00:00:00,1,,古亭,,海月,,,,,,,,,三藍活,oox,oooo,ooox,ooooo,ooooo,紅,藍,紅,藍,藍,", 海月, , , , , , , , ",0,1,紅藍紅藍藍,0>4,4>8,8>1,忠,忠,忠,梅,忠,忠,忠,134,N,N,N
331,"456 1+
469 2+
359
147
457
oox
1356
2379
3689
3589 4+
2380
ooox
0>5 x
1340 0-
2690
2369 10+
ooox
",970231,,面瓦,2022-12-04 00:00:00,1,,古亭,,,海月,,,,,,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,", , 海月, , , , , , , ",0,1,紅紅紅,0>5,,,德,忠,,梅,忠,忠,德,456,Y,N,Y
332,"189
256
348
379 4+
458
ooo
5690
3458 7+
3458 7+
3579
4580
ooox
0>5 o
1458
2356 356-
3458
3457
3458
oooo
5>8 o
34568
oooox
",102635,7.0,面瓦,2022-12-04 00:00:00,2,,古亭,,海月,,,,,,,,,三藍活,ooo,ooox,oooo,oooox,,藍,紅,藍,藍,,", 海月, , , , , , , , ",0,1,藍紅藍藍,0>5,5>8,,娜,梅,忠,刺,忠,梅,娜,189,N,N,N
333,"369 1+
249
135
480 69+
359
oox
3680
2479 1+
5680
2790
2490
ooox
0>5 o
1259
2479 1+
2379
2479 30+
oooo
5>1 x
24579
ooooo
1>8 o
24579
ooooo",803165,7.0,面瓦,2022-12-04 00:00:00,3,,古亭,,,,海月,,,,,,,三藍活,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , , 海月, , , , , , ",0,1,紅紅藍藍藍,0>5,5>1,1>8,娜,梅,奧,奧,忠,梅,娜,369,N,N,Y
334,"146
389 2+
378
470
345
ooo
3456
3457
1578
5679
2690
ooox
0>6 o
1245
2567
3578 8-
1456 6-
3457
ooox
6>1 x
25678 1+
ooooo
25678
ooooo
",901472,8.0,面瓦,2022-12-04 00:00:00,4,,古亭,,,,,,,,,海月,,三藍活,ooo,ooox,ooox,ooooo,ooooo,藍,紅,紅,藍,藍,", , , , , , , , 海月, ",0,1,藍紅紅藍藍,0>6,6>1,,娜,忠,德,德,奧,忠,娜,146,N,N,N
335,"123
268
349 7+
457 5-
145
oox
6789
3479
2680 0-
1290 10-
4670
ooox
0>5 x
1268
1268 9+
1236
1368
1258
oooo
5>7 o
12580 7+
ooooo
7>3 x
12580 7+
ooooo",594312,2.0,面瓦,2022-12-04 00:00:00,5,,古亭,,,海月,,,,,,,,三藍死,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , 海月, , , , , , , ",0,1,紅紅藍藍藍,0>5,5>7,7>3,忠,刺,忠,派,德,刺,忠,123,N,N,N
336,"178
267
359
345
459
ooo
4579 6+
5789
3459 9- 8+
1459
5790
ooox
0>7 x
1459
1245
3459
3456 6-
3459
oooo
6>9 o
34569
ooooo
",062145,4.0,面瓦,2022-12-04 00:00:00,6,,古亭,,,海月,,,,,,,,三藍活,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,", , 海月, , , , , , , ",0,1,藍紅藍藍,0>7,6>9,,刺,忠,忠,奧,派,梅,刺,178,N,N,N
337,"156
268
689 6- 23+
456
156
oox
5680
3567
3580
3590 3-
5780
ooox
0>4 o
1450 45-
2358
3789 9-
4590 59-
2357
xxxx",235786,,面瓦,2022-12-04 00:00:00,7,,古亭,,,,,,,,,,海月,三紅,oox,ooox,xxxx,,,紅,紅,紅,,,", , , , , , , , , 海月",0,1,紅紅紅,0>4,,,忠,忠,,忠,忠,德,忠,156,Y,N,N
338,"179
258
340
469
158
ooo
1568
1479
4890
1479
1580
ooox
0>7 o
1479 6+
1279
1347
4679 10+
ooox
7>6 o
24568
14679 9- 4+
14679 23+
ooooo
6>9 x
12467
ooooo
",395086,6.0,面瓦,2022-12-04 00:00:00,8,,古亭,,,海月,,,,,,,,三藍死,ooo,ooox,ooox,ooooo,ooooo,藍,紅,紅,藍,藍,", , 海月, , , , , , , ",0,1,藍紅紅藍藍,0>7,7>6,6>9,奧,忠,梅,忠,忠,德,奧,179,N,N,N
339,"148
278
678 3+
457
245
ooo
2456
1378
5780
2459
2450
ooox
0>7 o
1790
2459
3478 8-
2457 5-
2459
oooo
7>9 o
24569 0+
oooxx
9>2 x
13479
13479 8+
ooooo
",062517,7.0,面瓦,2022-12-04 00:00:00,9,,古亭,,,,,,海月,,,,,三藍死,ooo,ooox,oooo,oooxx,ooooo,藍,紅,藍,紅,藍,", , , , , 海月, , , , ",0,1,藍紅藍紅藍,0>7,7>9,9>2,刺,梅,忠,派,忠,奧,刺,148,N,N,N
340,"179
268
469 3+
147
567
ooo
5679 2+
4567
5678 1+
3567 9+
1490
ooox
0>4 o
1247
1245
1347
1247
1457
oooo
14567 3+
oooox
",087641,4.0,面瓦,2022-12-04 00:00:00,10,,古亭,,,,,,海月,,,,,三藍活,ooo,ooox,oooo,oooox,,藍,紅,藍,藍,,", , , , , 海月, , , , ",0,1,藍紅藍藍,0>4,,,刺,派,,梅,派,忠,刺,179,N,N,N
341,"178
269
370
347 8+
459
oox
1467
1570 15-
2348
1790
3480
ooxx
0>5 o
1467
2578 8-
1379 7- 6+
1478 69+
oooo
5>3 o
14578 6+
ooooo
3>4 o
14679
oooox
",359061,,面瓦,2022-12-04 00:00:00,11,,古亭,,,海月,,,,,,,,三紅,oox,ooxx,oooo,ooooo,oooox,紅,紅,藍,藍,紅,", , 海月, , , , , , , ",0,1,紅紅藍藍紅,0>5,5>3,3>4,奧,娜,刺,梅,忠,娜,奧,178,N,N,N
342,"168
239
357
478
357
ooo
3567
3570
7890 7-
1490
3570
ooox
0>4 o
1459
2460 6-
3457
3456 6-
3456
ooox
4>6 x
23567
12357
oooox
6>2 o
12578 1257-
34579 3457-
45790 4579-
12579
23567
ooooo
",410983,7.0,面瓦,2022-12-04 00:00:00,12,,古亭,,,,,,,,海月,,,三藍活,ooo,ooox,ooox,oooox,ooooo,藍,紅,紅,藍,藍,", , , , , , , 海月, , ",0,1,藍紅紅藍藍,0>4,4>6,6>2,德,刺,忠,娜,刺,忠,德,168,N,N,N
343,"478 169+
oox
1257
3459
1490
1258
2567
ooox
0>6 x
1578
1258
1579
1570
1268
ooox",308521,,面瓦,2022-12-04 00:00:00,13,,古亭,海月,,,,,,,,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"海月, , , , , , , , , ",0,1,紅紅紅,0>6,,,娜,忠,,梅,忠,奧,娜,478,N,N,Y
344,"150 6+
290
345
347
560
oox
3467
2346 7+
2368
1369 3-
2390
ooxx
0>4 o
1346
2456 45-
3456
1346
ooox
",509276,,面瓦,2022-12-04 00:00:00,14,,古亭,,,,,,,,,,海月,三紅,oox,ooxx,ooox,,,紅,紅,紅,,,", , , , , , , , , 海月",0,1,紅紅紅,0>4,,,娜,忠,,忠,忠,刺,娜,150,Y,Y,N
345,"120
290
378
468
358
oox
1468
1567
4568
4589
4590
ooox
0>5 o
1589
2590
1345
4569 9-
4589
ooox
",634059,,面瓦,2022-12-04 00:00:00,15,,古亭,,,,海月,,,,,,,三紅,oox,ooox,ooox,,,紅,紅,紅,,,", , , 海月, , , , , , ",0,1,紅紅紅,0>5,,,奧,派,,忠,德,派,奧,120,N,Y,N
346,"148
378 2+
267 3+
145
145
ooo
1268 2- 3+
1459 7+
1458
1459 3+
1260
oooo
0>6 o
1260
ooox
6>1 o
13456 34- 2+
13457
14567
14567
oooox
",096473,5.0,面瓦,2022-12-04 00:00:00,16,,古亭,,,,,,,,,,海月,三藍活,ooo,oooo,ooox,oooox,,藍,藍,紅,藍,,", , , , , , , , , 海月",0,1,藍藍紅藍,0>6,6>1,,刺,德,忠,忠,奧,忠,刺,148,N,N,N
347,"359 1+
238
137
489
258
oox
5680
2780
4890
7890
1380
ooox
0>3 x
1468 6-
1278 90+
oooo
3>6 o
12789
ooooo
6>4 o
12789
ooooo",563479,9.0,面瓦,2022-12-04 00:00:00,17,,古亭,,,,海月,,,,,,,三藍死,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , , 海月, , , , , , ",0,1,紅紅藍藍藍,0>3,3>6,6>4,忠,德,娜,忠,奧,刺,忠,359,Y,N,Y
348,"136 9+
478 29+
369 1+
345
578
oox
1369
2478 4-
1468
1349
1490
oooo
0>4 x
1350
2670
1360
1469
1560
ooox
4>9 o
13689
17890 890-
12689 129-
13689 5+
oooxx",356487,,面瓦,2022-12-04 00:00:00,18,,古亭,,,,,,,,海月,,,三紅,oox,oooo,ooox,oooxx,,紅,藍,紅,紅,,", , , , , , , 海月, , ",0,1,紅藍紅紅,0>4,4>9,,忠,奧,忠,忠,奧,娜,忠,136,N,N,N
349,"167
240
345
469
345
oox
1679
1370
4890
1479
1470
oxxx
0>7 o
1236 36-
2369 4+
2368 149+
oooo
7>1 o
23468
ooooo
1>9 o
23568 238- 17+
23568 238-
23568 2368- 7+
23689 17+
ooooo",751094,4.0,面瓦,2023-01-02 00:00:00,1,,古亭,,,,,海月,,,,,,三藍死,oox,oxxx,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , , , 海月, , , , , ",0,1,紅紅藍藍藍,0>7,7>1,1>9,奧,刺,德,德,梅,娜,奧,167,N,N,N
350,"167
289
238
147
567
ooo
2567
3567
5678 3+
5679 3+
5670
ooox
0>5 o
1357
2356
2356
3478
1357
oooo
5>1 o
13567
ooooo
",480319,6.0,面瓦,2023-01-02 00:00:00,2,,古亭,,,,,,,,,Dean,,三藍活,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,", , , , , , , , DEAN, ",1,0,藍紅藍藍,0>5,5>1,,德,忠,派,派,刺,忠,德,167,N,N,N
351,"147
258
340
345
145
oox
3469
1370
1890
1369
1360
oooo
0>6 o
1360
oooo
6>3 o
12360
ooooo",275849,6.0,面瓦,2023-01-02 00:00:00,3,,古亭,,,,,,,,海月,,,三藍活,oox,oooo,oooo,ooooo,,紅,藍,藍,藍,,", , , , , , , 海月, , ",0,1,紅藍藍藍,0>6,6>3,,忠,忠,忠,忠,派,德,忠,147,N,N,N
352,"158
267
359
479
569
ooo
3569
1679
5689
5690
5690
oooo
0>9 o
5690
oooo",273196,5.0,面瓦,2023-01-02 00:00:00,4,,古亭,,,,,海月,,,,,,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,", , , , 海月, , , , , ",0,1,藍藍藍,0>9,,,忠,派,,奧,忠,忠,忠,158,Y,N,N
353,"678 12+
238
370
347
589
oox
4670
1679
2380
1479 6+
2380
oooo
0>3 o
2380
oooo
3>7 x
23580 0- 146+
ooooo",794618,2.0,面瓦,2023-01-02 00:00:00,5,,古亭,,,,,,,海月,,,,三藍活,oox,oooo,oooo,ooooo,,紅,藍,藍,藍,,", , , , , , 海月, , , ",0,1,紅藍藍藍,0>3,3>7,,忠,忠,刺,派,德,忠,忠,678,N,N,Y
354,"189
234
348
239 4+
589
ooo
1589 6+
5789
2589
5890
3590
ooox
0>5 o
1236
2589
3569 9-
3458
5789
oooo
5>9 o
56789
oooox",314698,8.0,面瓦,2023-01-02 00:00:00,6,,古亭,,,,,,,海月,,,,三藍死,ooo,ooox,oooo,oooox,,藍,紅,藍,藍,,", , , , , , 海月, , , ",0,1,藍紅藍藍,0>5,5>9,,忠,忠,派,娜,德,忠,忠,189,N,N,N
